                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.70029,                 0.4826,                 1.0793,                0.82352,                0.75123,                0.76001,                0.47283,                 1.1615,                0.75288,                 1.3134,             0.00061887,             0.00061887,             0.00061887
                    156,                0.69977,                0.48231,                 1.0788,                0.76921,                0.73264,                0.75034,                0.47062,                 1.1825,                0.72248,                 1.3157,             0.00061475,             0.00061475,             0.00061475
                    157,                0.69866,                0.47583,                 1.0762,                0.70965,                0.74309,                0.73872,                 0.4844,                 1.1936,                0.73046,                 1.3336,             0.00061062,             0.00061062,             0.00061062
                    158,                0.70123,                0.47793,                 1.0769,                0.77723,                0.73075,                0.74756,                0.47243,                 1.1805,                0.73804,                 1.3262,              0.0006065,              0.0006065,              0.0006065
                    159,                0.69582,                 0.4919,                 1.0807,                0.80826,                0.72054,                0.74677,                0.47011,                   1.19,                0.74734,                 1.3441,             0.00060238,             0.00060238,             0.00060238
                    160,                0.69157,                0.47551,                 1.0705,                0.77872,                0.69565,                0.69649,                0.46844,                  1.181,                0.75019,                 1.3326,             0.00059825,             0.00059825,             0.00059825
                    161,                0.70134,                0.48088,                 1.0753,                0.77044,                0.72856,                0.69277,                0.45816,                 1.1647,                0.74561,                  1.309,             0.00059413,             0.00059413,             0.00059413
                    162,                  0.693,                0.48181,                 1.0735,                0.70526,                0.68998,                0.68191,                0.44907,                 1.1805,                0.73364,                 1.3273,                0.00059,                0.00059,                0.00059
                    163,                0.68949,                0.47442,                 1.0679,                0.77409,                 0.6636,                0.72448,                0.45143,                 1.1885,                0.75155,                 1.3397,             0.00058588,             0.00058588,             0.00058588
                    164,                0.68363,                0.47027,                 1.0665,                0.78468,                0.72025,                0.69247,                0.45234,                 1.1834,                0.74841,                 1.3464,             0.00058175,             0.00058175,             0.00058175
                    165,                0.68886,                0.47949,                 1.0703,                0.76227,                0.72442,                0.68797,                 0.4558,                 1.1887,                 0.7718,                 1.3405,             0.00057763,             0.00057763,             0.00057763
                    166,                0.69604,                0.47411,                 1.0707,                0.75955,                0.73659,                0.73982,                0.46046,                 1.1892,                0.76013,                 1.3372,              0.0005735,              0.0005735,              0.0005735
                    167,                0.68109,                0.46941,                 1.0718,                0.79406,                0.76462,                0.76853,                0.47884,                  1.186,                0.72472,                 1.3329,             0.00056938,             0.00056938,             0.00056938
                    168,                0.68751,                  0.469,                 1.0712,                0.80789,                0.75913,                0.75674,                0.46931,                 1.1795,                0.71037,                 1.3343,             0.00056525,             0.00056525,             0.00056525
                    169,                 0.6792,                0.46565,                 1.0673,                0.83914,                0.72936,                0.75541,                0.47334,                  1.174,                0.72562,                 1.3343,             0.00056112,             0.00056112,             0.00056112
                    170,                0.67678,                0.45824,                 1.0634,                0.81316,                0.73255,                0.75667,                0.47935,                 1.1747,                0.73335,                 1.3391,               0.000557,               0.000557,               0.000557
                    171,                0.68257,                0.46819,                 1.0699,                0.82405,                0.73722,                0.75848,                0.47337,                 1.1817,                0.75744,                 1.3422,             0.00055287,             0.00055287,             0.00055287
                    172,                0.68592,                0.47104,                 1.0695,                0.82839,                0.76234,                0.78068,                0.48288,                 1.1738,                0.73557,                 1.3436,             0.00054875,             0.00054875,             0.00054875
                    173,                0.69221,                0.47484,                 1.0748,                0.78149,                0.75525,                0.71363,                0.46464,                 1.1808,                0.74616,                 1.3418,             0.00054463,             0.00054463,             0.00054463
                    174,                0.69264,                0.46811,                 1.0672,                 0.7338,                0.73286,                0.69117,                0.45544,                   1.17,                0.74583,                 1.3234,              0.0005405,              0.0005405,              0.0005405
                    175,                0.67748,                 0.4567,                 1.0602,                 0.7234,                0.74758,                0.68462,                0.45159,                 1.1666,                0.73423,                 1.3241,             0.00053638,             0.00053638,             0.00053638
                    176,                0.67027,                0.45703,                 1.0618,                 0.7294,                0.72672,                0.71155,                0.46243,                   1.18,                 0.7425,                 1.3366,             0.00053225,             0.00053225,             0.00053225
                    177,                0.67527,                0.46583,                 1.0661,                0.76173,                0.73282,                0.72013,                 0.4561,                 1.1891,                0.74474,                 1.3444,             0.00052812,             0.00052812,             0.00052812
                    178,                0.68015,                 0.4649,                 1.0687,                0.69454,                0.71438,                0.70185,                0.45692,                 1.1884,                0.74861,                 1.3434,               0.000524,               0.000524,               0.000524
                    179,                0.66989,                0.45459,                 1.0584,                0.74455,                0.74816,                0.70263,                0.45881,                 1.1825,                 0.7387,                 1.3407,             0.00051988,             0.00051988,             0.00051988
                    180,                0.66993,                0.46437,                 1.0661,                0.80232,                0.71537,                0.73052,                0.47022,                  1.179,                0.73664,                 1.3354,             0.00051575,             0.00051575,             0.00051575
                    181,                0.68129,                0.46702,                 1.0651,                0.70908,                0.71778,                0.70341,                 0.4665,                  1.173,                0.72794,                 1.3345,             0.00051163,             0.00051163,             0.00051163
                    182,                0.67796,                0.46092,                  1.066,                 0.8065,                0.72651,                0.71809,                0.46722,                 1.1861,                0.72398,                 1.3411,              0.0005075,              0.0005075,              0.0005075
                    183,                0.67632,                 0.4604,                 1.0621,                0.82406,                0.72164,                0.76052,                0.47878,                 1.1868,                0.73152,                 1.3467,             0.00050337,             0.00050337,             0.00050337
                    184,                0.67417,                0.45835,                 1.0641,                0.78815,                0.74655,                0.76027,                0.46701,                 1.1947,                0.75583,                 1.3513,             0.00049925,             0.00049925,             0.00049925
                    185,                0.65892,                0.44732,                 1.0571,                0.74658,                0.76331,                0.71814,                0.43886,                 1.2027,                0.76372,                 1.3665,             0.00049513,             0.00049513,             0.00049513
                    186,                0.66941,                0.45528,                 1.0627,                0.76176,                0.71298,                0.69778,                0.44996,                 1.1872,                0.74711,                 1.3408,               0.000491,               0.000491,               0.000491
                    187,                0.65717,                0.44151,                 1.0534,                0.76852,                0.72557,                 0.7249,                0.47019,                 1.1809,                  0.745,                 1.3371,             0.00048687,             0.00048687,             0.00048687
                    188,                0.66408,                0.45547,                 1.0587,                0.78207,                0.75151,                0.76203,                0.47866,                 1.1683,                0.73775,                 1.3273,             0.00048275,             0.00048275,             0.00048275
                    189,                0.67034,                0.45643,                 1.0608,                0.81892,                0.71987,                0.74256,                0.45996,                 1.1727,                0.72523,                 1.3358,             0.00047863,             0.00047863,             0.00047863
                    190,                0.66993,                 0.4544,                 1.0616,                 0.7603,                0.68564,                0.75217,                0.47557,                 1.1745,                0.72061,                 1.3313,              0.0004745,              0.0004745,              0.0004745
                    191,                0.65629,                0.45099,                 1.0565,                0.75594,                0.78037,                0.76009,                0.47792,                 1.1604,                0.71163,                 1.3202,             0.00047038,             0.00047038,             0.00047038
                    192,                0.64781,                0.43988,                 1.0487,                0.77733,                0.72913,                0.73968,                0.47238,                 1.1815,                0.73288,                 1.3408,             0.00046625,             0.00046625,             0.00046625
                    193,                0.66247,                0.45315,                 1.0618,                0.81036,                0.68965,                0.73293,                0.45546,                 1.1738,                0.73675,                 1.3444,             0.00046212,             0.00046212,             0.00046212
                    194,                0.66736,                0.45215,                 1.0557,                0.80781,                0.69269,                0.73217,                0.45753,                 1.1758,                0.72577,                 1.3463,               0.000458,               0.000458,               0.000458
                    195,                0.66685,                0.44766,                 1.0511,                0.78694,                0.70471,                0.69186,                0.45169,                 1.1766,                0.72823,                 1.3436,             0.00045388,             0.00045388,             0.00045388
                    196,                0.64606,                0.43487,                 1.0452,                0.79257,                0.73685,                0.75381,                0.46609,                 1.1723,                0.72374,                 1.3413,             0.00044975,             0.00044975,             0.00044975
                    197,                0.65127,                0.44799,                 1.0536,                0.74869,                0.74755,                0.73217,                0.44453,                 1.1782,                0.72038,                  1.356,             0.00044563,             0.00044563,             0.00044563
                    198,                0.66322,                0.44753,                 1.0566,                0.69467,                0.74038,                0.67566,                0.44353,                  1.166,                0.71137,                 1.3504,              0.0004415,              0.0004415,              0.0004415
                    199,                0.65448,                0.44727,                 1.0568,                0.73899,                0.70494,                0.67493,                0.44361,                 1.1623,                  0.725,                 1.3383,             0.00043738,             0.00043738,             0.00043738
                    200,                0.64778,                0.43937,                 1.0484,                0.81165,                0.72778,                0.73361,                0.46956,                 1.1632,                0.72482,                 1.3379,             0.00043325,             0.00043325,             0.00043325
                    201,                0.65281,                0.43832,                 1.0494,                0.81052,                 0.7528,                0.74178,                0.46807,                  1.184,                0.72617,                 1.3625,             0.00042912,             0.00042912,             0.00042912
                    202,                0.65384,                0.43971,                 1.0515,                0.81222,                0.76113,                0.75408,                0.47254,                 1.1769,                0.72634,                 1.3424,               0.000425,               0.000425,               0.000425
                    203,                   0.65,                 0.4453,                 1.0507,                0.77703,                0.78541,                0.73862,                0.46254,                 1.1735,                0.74159,                 1.3417,             0.00042087,             0.00042087,             0.00042087
                    204,                0.65515,                0.44899,                  1.057,                0.78027,                0.78738,                 0.7573,                0.47766,                 1.1652,                0.71527,                 1.3271,             0.00041675,             0.00041675,             0.00041675
                    205,                0.65224,                0.43824,                 1.0485,                0.78548,                0.72592,                0.74405,                0.47824,                 1.1747,                 0.7267,                 1.3457,             0.00041263,             0.00041263,             0.00041263
                    206,                0.64055,                 0.4385,                  1.045,                0.76282,                0.74675,                0.73652,                0.46917,                 1.1757,                0.73443,                 1.3514,              0.0004085,              0.0004085,              0.0004085
                    207,                0.64954,                0.44139,                 1.0506,                0.77033,                0.76816,                0.75046,                0.48172,                 1.1741,                0.72062,                 1.3517,             0.00040438,             0.00040438,             0.00040438
                    208,                0.64381,                0.44287,                 1.0499,                0.80738,                0.78014,                0.76103,                0.47486,                 1.1744,                0.70838,                 1.3523,             0.00040025,             0.00040025,             0.00040025
                    209,                0.64424,                0.43358,                  1.045,                0.80494,                0.73708,                 0.7698,                0.47801,                  1.175,                0.72422,                 1.3465,             0.00039613,             0.00039613,             0.00039613
                    210,                0.64714,                0.44162,                 1.0486,                0.78476,                0.71506,                0.74821,                0.47859,                 1.1704,                0.74142,                 1.3475,               0.000392,               0.000392,               0.000392
                    211,                0.64011,                0.43697,                 1.0485,                0.73053,                0.75717,                0.73858,                 0.4767,                 1.1632,                0.72682,                 1.3386,             0.00038788,             0.00038788,             0.00038788
                    212,                 0.6381,                0.43533,                 1.0459,                0.78268,                0.74775,                0.74785,                0.48291,                 1.1662,                0.71685,                 1.3387,             0.00038375,             0.00038375,             0.00038375
                    213,                0.63769,                0.43824,                 1.0472,                0.78224,                0.74503,                0.75889,                0.47866,                 1.1631,                0.72509,                  1.341,             0.00037962,             0.00037962,             0.00037962
                    214,                 0.6398,                  0.437,                 1.0452,                 0.7585,                0.73851,                0.74172,                0.47256,                 1.1643,                0.72064,                 1.3378,              0.0003755,              0.0003755,              0.0003755
                    215,                0.64118,                0.43641,                 1.0423,                0.77571,                0.71865,                0.74577,                0.46498,                 1.1638,                0.72401,                 1.3307,             0.00037138,             0.00037138,             0.00037138
                    216,                0.64076,                0.43254,                 1.0451,                0.83333,                0.74474,                0.77438,                0.49022,                 1.1645,                0.72267,                 1.3347,             0.00036725,             0.00036725,             0.00036725
                    217,                0.63851,                0.43253,                 1.0433,                  0.816,                0.75819,                0.75815,                0.47938,                 1.1558,                0.72141,                 1.3347,             0.00036313,             0.00036313,             0.00036313
                    218,                0.63936,                0.43119,                 1.0446,                0.81173,                0.71663,                0.75607,                0.47434,                 1.1664,                 0.7256,                 1.3386,               0.000359,               0.000359,               0.000359
                    219,                0.64033,                0.43211,                 1.0448,                0.77556,                0.74644,                0.74513,                0.47612,                 1.1603,                0.72316,                 1.3394,             0.00035487,             0.00035487,             0.00035487
                    220,                0.64211,                0.43239,                 1.0432,                0.80283,                0.76548,                0.75326,                0.48428,                 1.1557,                0.74029,                 1.3459,             0.00035075,             0.00035075,             0.00035075
                    221,                0.62671,                0.42098,                 1.0331,                0.79067,                0.75215,                0.75325,                0.47743,                 1.1608,                0.73677,                  1.352,             0.00034663,             0.00034663,             0.00034663
                    222,                0.63989,                0.42831,                 1.0398,                 0.8378,                 0.6919,                0.75018,                0.47945,                 1.1629,                0.71974,                 1.3572,              0.0003425,              0.0003425,              0.0003425
                    223,                0.63744,                0.42986,                 1.0394,                0.80777,                0.71184,                0.75026,                0.48192,                 1.1586,                0.72372,                 1.3481,             0.00033838,             0.00033838,             0.00033838
                    224,                0.62807,                0.41856,                 1.0361,                 0.7604,                0.70935,                0.73176,                 0.4707,                 1.1692,                0.71871,                 1.3546,             0.00033425,             0.00033425,             0.00033425
                    225,                0.63765,                0.43538,                 1.0444,                0.76602,                0.71397,                0.73397,                0.48047,                 1.1643,                0.71974,                 1.3401,             0.00033013,             0.00033013,             0.00033013
                    226,                0.62835,                0.42792,                 1.0344,                0.78167,                0.73969,                0.74967,                0.47667,                 1.1706,                0.71837,                 1.3539,               0.000326,               0.000326,               0.000326
                    227,                0.62809,                0.42176,                 1.0396,                 0.8166,                0.73246,                0.76046,                 0.4873,                 1.1607,                0.72592,                 1.3377,             0.00032188,             0.00032188,             0.00032188
                    228,                 0.6301,                0.42317,                 1.0353,                0.78369,                0.72814,                0.74564,                0.48082,                 1.1555,                0.72077,                 1.3333,             0.00031775,             0.00031775,             0.00031775
                    229,                0.62252,                0.41475,                 1.0303,                0.74243,                0.73997,                0.73418,                0.46485,                 1.1656,                0.71723,                 1.3469,             0.00031362,             0.00031362,             0.00031362
                    230,                 0.6382,                 0.4362,                 1.0467,                0.75965,                0.73609,                0.73805,                0.47607,                 1.1841,                0.73336,                 1.3635,              0.0003095,              0.0003095,              0.0003095
                    231,                0.62236,                 0.4148,                 1.0309,                0.74583,                  0.752,                0.73744,                0.47195,                 1.1803,                0.72598,                 1.3728,             0.00030538,             0.00030538,             0.00030538
                    232,                0.62498,                0.42473,                 1.0355,                0.79479,                0.72906,                0.75209,                0.48714,                  1.168,                0.72634,                 1.3642,             0.00030125,             0.00030125,             0.00030125
                    233,                0.62669,                 0.4264,                 1.0336,                0.82585,                0.73277,                0.75368,                0.48608,                 1.1676,                0.72167,                 1.3652,             0.00029713,             0.00029713,             0.00029713
                    234,                0.62332,                0.41737,                 1.0348,                0.80958,                0.73426,                 0.7546,                0.48289,                 1.1597,                0.73076,                 1.3496,               0.000293,               0.000293,               0.000293
                    235,                0.61539,                0.41625,                 1.0317,                 0.8345,                0.73657,                0.75218,                 0.4837,                 1.1636,                0.71604,                 1.3631,             0.00028888,             0.00028888,             0.00028888
                    236,                0.62777,                0.41736,                 1.0331,                0.80926,                0.73456,                0.74935,                0.48001,                 1.1597,                0.72393,                 1.3575,             0.00028475,             0.00028475,             0.00028475
                    237,                0.62537,                0.42495,                 1.0359,                0.84418,                0.71727,                0.75724,                0.48502,                 1.1646,                0.72699,                 1.3554,             0.00028063,             0.00028063,             0.00028063
                    238,                0.62156,                 0.4163,                 1.0354,                0.82958,                0.73093,                0.75691,                0.48351,                 1.1684,                0.73901,                  1.356,              0.0002765,              0.0002765,              0.0002765
                    239,                0.62049,                0.41953,                 1.0312,                0.80912,                0.74027,                0.75967,                 0.4827,                 1.1567,                0.72883,                 1.3526,             0.00027237,             0.00027237,             0.00027237
                    240,                0.62717,                0.42329,                  1.036,                0.83593,                0.73853,                0.74934,                0.47393,                 1.1551,                0.72721,                 1.3505,             0.00026825,             0.00026825,             0.00026825
                    241,                0.62438,                0.41687,                 1.0315,                0.83616,                0.71218,                0.75044,                0.48428,                 1.1481,                0.71875,                 1.3406,             0.00026413,             0.00026413,             0.00026413
                    242,                0.62024,                0.41979,                 1.0346,                0.84009,                0.71923,                0.76131,                0.48116,                   1.14,                0.71474,                  1.335,                0.00026,                0.00026,                0.00026
                    243,                0.61588,                0.41043,                 1.0288,                0.78498,                0.74217,                0.74384,                0.47628,                 1.1509,                0.72851,                 1.3583,             0.00025587,             0.00025587,             0.00025587
                    244,                0.61259,                0.41077,                 1.0261,                 0.8212,                0.73085,                0.73713,                0.46841,                 1.1495,                0.72819,                 1.3508,             0.00025175,             0.00025175,             0.00025175
                    245,                0.61436,                0.41377,                 1.0335,                0.83308,                0.70956,                0.73803,                0.47038,                 1.1549,                0.73423,                 1.3583,             0.00024762,             0.00024762,             0.00024762
                    246,                0.61033,                0.40756,                  1.027,                0.83365,                0.72464,                0.74389,                 0.4751,                  1.157,                0.73066,                 1.3598,              0.0002435,              0.0002435,              0.0002435
                    247,                0.60589,                0.40888,                 1.0257,                0.79883,                0.71883,                0.74044,                0.47011,                 1.1565,                0.72961,                 1.3513,             0.00023938,             0.00023938,             0.00023938
                    248,                0.61436,                 0.4105,                 1.0266,                 0.7687,                0.73502,                0.72685,                 0.4636,                 1.1548,                0.72536,                 1.3502,             0.00023525,             0.00023525,             0.00023525
                    249,                0.60768,                0.41049,                 1.0279,                0.79911,                0.71913,                0.73964,                0.47304,                 1.1518,                0.72349,                 1.3404,             0.00023112,             0.00023112,             0.00023112
                    250,                0.61465,                0.40947,                 1.0295,                0.76562,                0.69597,                0.72442,                0.46188,                 1.1576,                0.72925,                 1.3577,               0.000227,               0.000227,               0.000227
                    251,                0.60533,                0.40833,                 1.0253,                0.80431,                0.68795,                0.72464,                0.46315,                 1.1588,                0.73776,                 1.3666,             0.00022288,             0.00022288,             0.00022288
                    252,                0.61393,                0.40936,                 1.0273,                0.85155,                0.69709,                0.74185,                0.47553,                 1.1654,                0.73782,                 1.3766,             0.00021875,             0.00021875,             0.00021875
                    253,                0.61662,                0.41718,                 1.0321,                0.82295,                0.72729,                0.73566,                 0.4744,                 1.1589,                0.72813,                 1.3668,             0.00021462,             0.00021462,             0.00021462
                    254,                0.60422,                 0.4109,                 1.0245,                0.78434,                0.74165,                0.73607,                0.46497,                 1.1588,                0.72666,                 1.3662,              0.0002105,              0.0002105,              0.0002105
                    255,                0.61222,                 0.4159,                 1.0318,                0.81867,                0.72802,                 0.7469,                0.47652,                 1.1514,                0.72957,                 1.3627,             0.00020637,             0.00020637,             0.00020637
                    256,                0.60819,                0.40602,                 1.0278,                0.82371,                0.72337,                0.74909,                0.48133,                 1.1476,                0.72631,                  1.358,             0.00020225,             0.00020225,             0.00020225
                    257,                0.60572,                 0.4111,                 1.0291,                0.81072,                0.72815,                0.74737,                0.48374,                 1.1522,                0.72629,                 1.3586,             0.00019813,             0.00019813,             0.00019813
                    258,                0.60548,                0.41016,                 1.0273,                0.80447,                0.72831,                0.74276,                0.46896,                 1.1477,                0.72881,                 1.3544,               0.000194,               0.000194,               0.000194
                    259,                0.60998,                0.41009,                 1.0257,                0.80818,                 0.7601,                0.75574,                0.47229,                 1.1533,                0.73556,                 1.3647,             0.00018987,             0.00018987,             0.00018987
                    260,                0.60053,                 0.3998,                 1.0214,                0.78101,                0.74435,                0.75005,                0.47648,                 1.1531,                0.72994,                 1.3669,             0.00018575,             0.00018575,             0.00018575
                    261,                0.60269,                 0.4056,                  1.023,                0.82916,                0.72576,                0.75512,                0.47621,                 1.1557,                0.72078,                  1.365,             0.00018163,             0.00018163,             0.00018163
                    262,                0.60396,                0.40118,                 1.0209,                0.81653,                0.72832,                0.75132,                0.47648,                 1.1633,                0.72494,                 1.3711,              0.0001775,              0.0001775,              0.0001775
                    263,                0.60675,                0.41024,                 1.0274,                0.84991,                0.71511,                0.75318,                 0.4845,                  1.161,                0.71718,                 1.3704,             0.00017338,             0.00017338,             0.00017338
                    264,                0.59938,                0.40343,                 1.0225,                0.85215,                 0.7187,                0.74514,                 0.4726,                 1.1527,                0.70771,                 1.3681,             0.00016925,             0.00016925,             0.00016925
                    265,                0.59692,                0.40628,                 1.0241,                0.84202,                0.72378,                0.74904,                 0.4732,                   1.15,                0.71524,                 1.3651,             0.00016512,             0.00016512,             0.00016512
                    266,                0.59914,                0.40247,                  1.024,                0.84767,                0.71476,                0.73962,                0.47326,                 1.1562,                 0.7247,                 1.3747,               0.000161,               0.000161,               0.000161
                    267,                0.59684,                0.39907,                 1.0185,                0.82667,                0.75919,                0.75923,                0.48132,                 1.1522,                0.72704,                 1.3662,             0.00015688,             0.00015688,             0.00015688
                    268,                0.59335,                0.39212,                 1.0155,                 0.8105,                0.75548,                0.74454,                0.47177,                 1.1606,                0.73803,                 1.3749,             0.00015275,             0.00015275,             0.00015275
                    269,                0.58623,                0.39093,                  1.018,                0.81836,                 0.7376,                0.76013,                0.49776,                 1.1484,                0.73444,                 1.3598,             0.00014862,             0.00014862,             0.00014862
                    270,                0.58876,                0.39512,                 1.0163,                0.83729,                0.73642,                0.75768,                0.49734,                 1.1482,                0.73146,                 1.3589,              0.0001445,              0.0001445,              0.0001445
                    271,                0.59412,                0.40001,                 1.0165,                0.81419,                0.74008,                0.74149,                0.48724,                  1.149,                 0.7297,                 1.3642,             0.00014038,             0.00014038,             0.00014038
                    272,                0.58648,                0.40331,                 1.0238,                0.80173,                0.73405,                 0.7508,                0.49031,                 1.1541,                0.73866,                 1.3774,             0.00013625,             0.00013625,             0.00013625
                    273,                0.60437,                0.40747,                 1.0242,                 0.8516,                0.72717,                0.75599,                0.49235,                 1.1513,                0.72841,                 1.3732,             0.00013212,             0.00013212,             0.00013212
                    274,                0.59143,                 0.3972,                  1.017,                0.84733,                0.70607,                0.74895,                0.48964,                 1.1483,                0.72324,                 1.3787,               0.000128,               0.000128,               0.000128
                    275,                0.59606,                0.40176,                 1.0231,                0.85152,                0.71277,                0.75709,                0.49241,                 1.1444,                0.72664,                   1.37,             0.00012387,             0.00012387,             0.00012387
                    276,                0.58896,                0.39854,                 1.0135,                0.81913,                0.71735,                0.75166,                0.48619,                 1.1494,                0.72316,                 1.3757,             0.00011975,             0.00011975,             0.00011975
                    277,                0.59633,                0.40195,                  1.025,                0.81657,                0.70983,                0.74915,                0.49232,                 1.1457,                0.72023,                   1.37,             0.00011563,             0.00011563,             0.00011563
                    278,                 0.5897,                0.40142,                 1.0158,                0.83727,                0.71572,                0.75099,                0.49134,                 1.1475,                0.71888,                 1.3676,              0.0001115,              0.0001115,              0.0001115
                    279,                0.58785,                0.39223,                 1.0157,                0.81207,                0.73553,                0.75877,                0.49273,                 1.1501,                0.71792,                 1.3709,             0.00010737,             0.00010737,             0.00010737
                    280,                  0.589,                0.39441,                 1.0177,                0.79726,                0.73146,                0.75757,                0.49437,                 1.1478,                0.71519,                 1.3716,             0.00010325,             0.00010325,             0.00010325
                    281,                0.58712,                0.39319,                 1.0197,                0.80973,                0.72752,                0.75695,                 0.4931,                 1.1542,                0.71618,                 1.3744,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    282,                0.58222,                0.38684,                 1.0122,                0.80953,                0.72917,                0.75392,                0.47949,                 1.1548,                0.72172,                   1.37,                9.5e-05,                9.5e-05,                9.5e-05
                    283,                0.58624,                0.38983,                 1.0133,                0.81628,                0.73318,                0.75872,                0.48306,                 1.1557,                0.72166,                 1.3703,             9.0875e-05,             9.0875e-05,             9.0875e-05
                    284,                0.59032,                0.40191,                  1.019,                0.81521,                0.73696,                 0.7637,                0.48582,                 1.1544,                0.71773,                   1.37,              8.675e-05,              8.675e-05,              8.675e-05
                    285,                0.58768,                0.39904,                  1.016,                 0.8147,                0.73465,                0.76189,                 0.4851,                 1.1545,                0.72183,                 1.3724,             8.2625e-05,             8.2625e-05,             8.2625e-05
                    286,                0.57823,                0.39107,                 1.0173,                0.81361,                0.72779,                0.75082,                0.48114,                 1.1503,                0.72573,                 1.3695,               7.85e-05,               7.85e-05,               7.85e-05
                    287,                0.58489,                0.39468,                 1.0142,                0.78854,                0.75261,                0.75269,                0.48055,                  1.149,                0.72041,                 1.3674,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    288,                0.59464,                0.39958,                  1.024,                0.78658,                0.75446,                0.75273,                0.48271,                 1.1511,                0.72585,                 1.3706,              7.025e-05,              7.025e-05,              7.025e-05
                    289,                0.59521,                0.39994,                 1.0197,                0.79897,                0.75846,                0.75423,                0.48099,                 1.1543,                0.72541,                 1.3713,             6.6125e-05,             6.6125e-05,             6.6125e-05
                    290,                0.57235,                0.38097,                 1.0075,                0.79324,                0.75565,                0.75336,                0.47983,                 1.1532,                0.72409,                 1.3711,                6.2e-05,                6.2e-05,                6.2e-05
                    291,                0.67685,                0.41466,                  1.044,                0.79493,                0.74867,                0.74272,                0.47702,                 1.1518,                0.72563,                 1.3627,             5.7875e-05,             5.7875e-05,             5.7875e-05
                    292,                0.64006,                0.38136,                 1.0259,                0.79739,                0.75589,                 0.7589,                0.48543,                 1.1535,                0.72778,                 1.3682,              5.375e-05,              5.375e-05,              5.375e-05
                    293,                0.62859,                0.37407,                  1.017,                0.78405,                0.75089,                0.75314,                0.48388,                  1.154,                0.72838,                 1.3662,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    294,                0.62785,                0.37497,                 1.0206,                0.81572,                0.73377,                0.75473,                0.48255,                 1.1549,                0.72333,                 1.3703,               4.55e-05,               4.55e-05,               4.55e-05
                    295,                0.61928,                0.37241,                 1.0202,                0.81767,                0.73629,                0.75532,                0.48438,                 1.1543,                0.71587,                 1.3696,             4.1375e-05,             4.1375e-05,             4.1375e-05
                    296,                0.61923,                0.36853,                 1.0142,                0.81504,                0.73299,                0.75067,                0.48184,                 1.1532,                0.71576,                 1.3687,              3.725e-05,              3.725e-05,              3.725e-05
                    297,                0.61012,                 0.3638,                 1.0108,                0.81726,                0.73563,                 0.7538,                0.48291,                 1.1518,                0.71425,                 1.3672,             3.3125e-05,             3.3125e-05,             3.3125e-05
                    298,                 0.6112,                0.36076,                 1.0034,                0.81997,                  0.736,                0.75521,                0.48775,                 1.1521,                 0.7169,                 1.3678,                2.9e-05,                2.9e-05,                2.9e-05
                    299,                 0.6156,                0.36661,                 1.0163,                0.80798,                0.73055,                0.75279,                0.48692,                 1.1529,                0.71969,                 1.3701,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    300,                0.60783,                0.36271,                 1.0091,                0.80888,                0.73539,                0.75483,                0.48762,                 1.1525,                0.71918,                 1.3713,              2.075e-05,              2.075e-05,              2.075e-05
